band_gap,formation_energy_per_atom,nelements,elements,formula,material_id
0.098399999999999,-2.845722814687499,4,"Bi,Mg,O,Si",Mg30SiBiO32,mp-1039843
0.101399999999999,-3.196519813491377,4,"Na,O,Si,U",Na7U5(SiO6)4,mp-1199161
0.10199999999999901,-1.3253546695833331,4,"Cu,F,O,Si",CuSi(O2F3)2,mp-1181491
0.10220000000000001,-2.9595477634210523,3,"Mg,O,Si",Mg3(SiO3)4,mp-1200396
0.10310000000000001,-2.0269527185,2,"O,Si",Si3O7,mp-638900
0.1034,-2.339833718914354,6,"In,Mg,Na,O,S,Si",Na7MgIn3Si3(SO8)3,mp-2714115
0.10389999999999901,-2.54703298878759,7,"Ba,K,Na,O,Si,Ti,W",K2BaNa2Ti4Si8(WO7)4,mp-1212630
0.1052,-2.231916227750409,4,"Al,Na,O,Si",Na2Al2Si3O14,mp-1196701
0.1053,-2.307143724242424,3,"Ca,O,Si",Ca5(Si3O11)2,mp-1202590
0.10690000000000001,-2.817917438691861,5,"Ag,Al,O,Rb,Si",Rb11Al14Si10(AgO16)3,mp-686458
0.10690000000000001,-2.242526327028986,4,"Cu,Li,O,Si",Li2Cu4Si4O13,mp-766013
0.10699999999999901,-2.818903529482758,4,"Ca,Na,O,Si",NaCaSiO4,mp-1104298
0.1072,-1.083654842857142,4,"Co,F,O,Si",CoSi(OF)6,mp-1193158
0.1073,-1.986755851249999,4,"H,O,Si,Zn",Zn2SiHO5,mp-1106222
0.10739999999999901,-2.751817687187499,4,"Mg,Ni,O,Si",Mg14SiNiO16,mp-1034749
0.10930000000000001,-0.9587929672580641,4,"Ca,O,S,Si",Ca3SiS2O25,mp-1196842
0.11139999999999901,-2.128699409605262,5,"Ce,Cl,N,O,Si",Ce4Si4N7ClO3,mp-677082
0.11140000000000001,-2.9811673825925933,4,"Li,Lu,O,Si",Li2LuSiO5,mp-1189864
0.11180000000000001,-2.51008885598659,4,"Na,O,Si,Sr",Na4SrSi8O23,mp-1201366
0.11180000000000001,-2.102145982857143,3,"Ca,O,Si",CaSiO5,mp-1214017
0.11190000000000001,-2.516754933379623,7,"Fe,H,K,Na,Nb,O,Si",K2NaNb2Fe7Si8H4O31,mp-743972
0.112,-2.249616019,3,"Cu,O,Si",CuSiO3,mp-16053
0.112099999999999,-2.867193184583333,5,"Be,Ce,H,O,Si",CeBeSiHO5,mp-686671
0.112999999999999,-2.562822862424242,4,"Cu,Li,O,Si",Li2Cu(SiO3)2,mp-757685
0.11470000000000001,-2.6982048535298233,5,"Ba,Mn,Na,O,Si",Ba3NaMn4Si6O23,mp-1215159
0.11580000000000001,-3.194151639979166,4,"K,O,Si,U",K2U(Si2O5)3,mp-1194845
0.1159,-1.9820202363480401,5,"Ge,Mg,O,S,Si",MgSiGe3S5O24,mp-2712838
0.115999999999999,-2.078165301624999,4,"Al,O,Si,W",Al2Si3(WO4)3,mp-1328088
0.11609999999999901,-3.108747049598812,6,"Ca,K,Mg,Na,O,Si",K2Na2Ca4Mg15(SiO3)24,mp-1224991
0.11760000000000001,-2.7186133318281813,4,"Na,O,Si,Zr",Na4Zr(SiO3)6,mp-728912
0.11870000000000001,-2.212379564264705,4,"Al,Ca,O,Si",CaAl2(SiO6)2,mp-1199448
0.11919999999999902,-1.714765657395835,4,"Li,O,Si,Tl",LiTl6Si2O7,mp-1235917
0.11969999999999902,-3.018172287051282,4,"Mg,O,Si,Ti",MgTi2(SiO4)2,mp-2227821
0.12019999999999902,-2.70216389727273,4,"Eu,N,O,Si",Eu3Si6N4O9,mp-1213517
0.12199999999999901,-2.269173210749999,5,"Ca,Cu,H,O,Si",CaCuSiH2O5,mp-703515
0.12249999999999901,-3.5312099183333343,4,"Ba,Gd,O,Si",Ba2Gd2Si4O13,mp-1202971
0.12349999999999901,-2.440744174124999,4,"Al,Cu,O,Si",Al2Cu3(SiO4)3,mp-1154457
0.12359999999999902,-2.474899936250001,4,"Cu,O,Si,Y",Y2Cu3(SiO4)3,mp-1261874
0.12490000000000001,-2.392401765333334,4,"Co,Li,O,Si",Li3Co2(SiO4)2,mp-759019
0.12510000000000002,-2.5941466886,5,"Al,Ca,H,O,Si",CaAl2Si4(H2O7)2,mp-706640
0.125899999999999,-2.313168367166665,4,"Ag,Mg,O,Si",Mg3Si3(AgO6)2,mp-1154476
0.1269,-2.844342954514706,4,"Ho,K,O,Si",K3HoSi3O10,mp-726420
0.128299999999999,-3.051653312068966,3,"Mg,O,Si",Mg5(SiO3)6,mp-1198184
0.13090000000000002,-3.070104721494846,3,"Mg,O,Si",Mg17(SiO3)20,mp-1196569
0.1322,-2.5792275477083333,4,"Mg,O,Si,Ti",Mg6TiSiO8,mp-1031147
0.1348,-2.921788238333333,4,"Mg,O,Si,Ti",Mg30TiSiO32,mp-1098351
0.1363,-2.813554781979166,4,"Mg,O,Si,Ti",Mg14TiSiO16,mp-1034194
0.137,-2.876007476119791,4,"B,Ca,O,Si",Ca4Si3(BO4)5,mp-1227192
0.137999999999999,-3.207294604758621,5,"Ca,Na,O,Si,Zr",NaCa2ZrSi2O9,mp-1210586
0.14020000000000002,-2.454156967954545,4,"Al,Ca,O,Si",CaAl2Si4O15,mp-1227551
0.14150000000000001,-2.333926212708333,4,"Cu,Li,O,Si",Li2CuSiO4,mp-758793
0.141599999999999,-1.713205264104477,4,"Mg,O,Si,W",Mg8SiW9O49,mp-1181300
0.141899999999999,-2.172436067619048,2,"O,Si",SiO2,mp-1179488
0.14269999999999902,-2.255676536926977,4,"Na,O,Si,Sn",Na2Si3SnO11,mp-1203979
0.143299999999999,-3.1269903135,5,"Al,Ca,Mg,O,Si",CaMg2Al4SiO12,mp-1227133
0.14419999999999902,-3.101656860971265,4,"Na,O,Si,Ti",NaTi(SiO3)2,mp-1105550
0.144299999999999,-3.202818127173913,4,"Ca,O,Si,V",Ca3V2(Si2O7)2,mp-1171437
0.1454,-2.056821767938218,5,"C,Co,Na,O,Si",Na2CoSiCO7,mp-1652312
0.14549999999999902,-3.038079821527093,4,"Ba,Na,O,Si",Ba3Na(SiO4)2,mp-1182396
0.145799999999999,-3.5676785271875,4,"Ba,Gd,O,Si",BaGd2Si3O10,mp-1197749
0.1459,-1.041556648666667,4,"Ni,O,Sb,Si",Si2Ni13(SbO14)2,mp-1044954
0.1484,-0.520408273999999,2,"O,Si",SiO4,mp-1391176
0.14929999999999902,-2.6789304517500003,5,"Al,Ca,H,O,Si",CaAl2Si2HO9,mp-1214006
0.149599999999999,-2.4471152825,3,"Nb,O,Si",NbSi4O13,mp-1196756
0.15029999999999902,-1.137440053695651,4,"Ag,N,O,Si",Si2Ag9NO11,mp-1219350
0.1516,-2.691135351499999,4,"Cu,Mg,O,Si",MgCu(SiO3)2,mp-1248614
0.152099999999999,-3.10861001825,5,"Cu,Ho,Mg,O,Si",Ho2MgCu(SiO3)4,mp-1233437
0.15359999999999902,-2.918555337968749,4,"Mg,O,Si,Y",YMg30SiO32,mp-1037670
0.155199999999999,-2.556426115952381,4,"Cu,Li,O,Si",Li4CuSi2O7,mp-765980
0.15680000000000002,-3.504683962499999,4,"Ca,F,O,Si",Ca8Si4(O5F)3,mp-1227334
0.157499999999999,-3.367056123020832,4,"B,Ce,O,Si",CeSiBO5,mp-22225
0.1585,-2.605003151249999,4,"Bi,Mg,O,Si",Mg14SiBiO16,mp-1034587
0.1592,-0.776401148124999,2,"O,Si",Si3O,mp-32566
0.15940000000000001,-3.133457532999999,5,"C,Ca,O,Si,Y",Ca2Y2Si4CO16,mp-1197862
0.16080000000000003,-3.615002708809524,4,"Ca,Ce,O,Si",CaCe4Si3O13,mp-1229253
0.162199999999999,-2.264537958928571,4,"Fe,O,Sb,Si",Fe2Si2SbO9,mp-2214947
0.16390000000000002,-1.594680856590908,4,"Cu,O,Si,U",U2CuSi2O17,mp-1192124
0.16410000000000002,-2.831129899642857,4,"Al,Ca,O,Si",CaAl2(Si2O7)2,mp-1227927
0.16440000000000002,-2.922516118177083,4,"Mg,O,Si,Ti",Mg30TiSiO32,mp-1098353
0.16460000000000002,-3.00509087673913,4,"Li,O,Si,Ti",Li4Ti2Si4O13,mp-765243
0.165,-2.351765920843819,6,"Mg,Na,Nb,O,S,Si",Na18Mg20Nb4Si3(S11O48)3,mp-2712577
0.1652,-2.834698791259946,4,"Be,Na,O,Si",NaBeSi3O8,mp-1197461
0.16540000000000002,-2.576056236416666,4,"Ag,Ca,O,Si",Ca3Si3(AgO6)2,mp-1157153
0.1655,-2.219651172744254,4,"Mn,O,Sb,Si",Mn13Si2SbO24,mp-557740
0.16640000000000002,-3.129753534041667,4,"Li,O,Si,Ti",LiTi(SiO3)2,mp-757419
0.16819999999999902,-3.035494478695651,4,"Ca,O,Sc,Si",CaSc4(Si2O7)2,mp-1234464
0.168499999999999,-2.409652112205229,5,"Ca,H,Mn,O,Si",Ca2Mn2Si4H6O17,mp-744672
0.169,-3.079378131533334,4,"Li,O,Si,Ti",Li3Ti(Si2O5)3,mp-757542
0.16989999999999902,-1.841674562538792,6,"Ca,F,H,K,O,Si",KCa4Si8H16O28F,mp-605239
0.16989999999999902,-2.535370934289928,6,"Na,O,S,Si,Sn,Y",Na4Y2Si3Sn2(SO8)3,mp-2713646
0.17069999999999902,-2.613468304228242,4,"Li,Mn,O,Si",LiMnSiO4,mp-1249661
0.170799999999999,-3.260349144725,5,"Al,Ce,K,O,Si",K2CeAl(SiO3)4,mp-1019774
0.1708,-2.556230359868154,4,"Na,O,Si,Zr",Na2ZrSi3O11,mp-1200500
0.17300000000000001,-2.493450009619049,4,"Co,Li,O,Si",Li5Co4(Si3O10)2,mp-849656
0.17369999999999902,-2.137268141666667,3,"O,Si,Zn",Zn4Si2O9,mp-1103526
0.17419999999999902,-1.451764172333332,3,"Ag,O,Si",Si2Ag6O7,mp-560584
0.1751,-1.491995502692308,6,"Al,Er,N,O,Si,Sr",Sr2Er2Al3Si5N11O3,mp-685002
0.1751,-3.012164740333333,4,"Mg,O,Si,Ti",MgTi(SiO3)2,mp-1041491
0.17569999999999902,-1.9013006855263161,5,"Al,Ca,O,Si,W",CaAl2Si3W3O10,mp-1214322
0.1758,-1.900566800025862,3,"Mn,O,Si",Mn7SiO12,mp-566512
0.17649999999999902,-2.203430961811064,6,"Ge,Na,O,S,Si,Zn",Na6Zn2Si3Ge2(SO8)3,mp-2716219
0.1768,-2.03679833392857,4,"Ca,O,Si,V",CaVSi4O15,mp-1182493
0.1781,-2.35835736875,4,"Ca,O,Si,Zn",CaZnSiO5,mp-1105632
0.17870000000000003,-2.934821015512821,4,"Mg,O,Si,Ti",MgTi2(SiO4)2,mp-2219637
0.17900000000000002,-3.257102638636015,8,"Ca,F,Mn,Na,O,Si,Ti,Zr",Na5Ca7Zr2TiMnSi8(O8F)4,mp-1221189
0.18120000000000003,-3.026660472625001,5,"Eu,Ga,O,Rb,Si",Rb2EuGa(SiO3)4,mp-684467
0.18129999999999902,-1.722257833461539,4,"F,Hg,O,Si",SiHg2(O2F3)2,mp-1103920
0.181599999999999,-2.935622592699999,5,"B,Ba,N,O,Si",Ba7SiB3NO13,mp-695708
0.182399999999999,-2.835411711771701,4,"Mg,Na,O,Si",NaMg4(SiO3)6,mp-1199476
0.1831,-2.9573345916666662,4,"Ba,Cu,O,Si",Ba2CuSi2O7,mp-11613
0.18480000000000002,-2.246507122749999,4,"Li,Ni,O,Si",Li3SiNiO5,mp-756210
0.184899999999999,-3.49149591117647,3,"O,Si,Y",Y3Si3O11,mp-727913
0.1852,-2.349982412333333,4,"Co,Li,O,Si",Li3Co2(SiO4)2,mp-778490
0.185699999999999,-2.240989840910345,5,"Cu,H,Na,O,Si",Na2Cu2Si4H4O13,mp-555953
0.186,-2.192031952114028,6,"Al,H,N,Na,O,Si",Na2Al3Si3HNO12,mp-1211222
0.18629999999999902,-2.244345291089743,4,"Cu,Li,O,Si",Li2Cu2Si2O7,mp-759054
0.18630000000000002,-2.165100604960888,6,"Ge,Mg,Na,O,S,Si",Na2Mg2SiGe2S5O24,mp-2714494
0.18659999999999902,-2.024270314444445,4,"Cr,O,Sb,Si",Cr13Si2(SbO14)2,mp-1044615
0.18829999999999902,-2.923735129784483,5,"Al,Na,O,Rb,Si",RbNa2Al3Si3O13,mp-1219624
0.1885,-0.7824138031250001,2,"O,Si",Si3O,mp-32881
0.1887,-2.8556505031249992,4,"Ca,Mg,O,Si",CaMg14SiO16,mp-1036359
0.1894,-3.189843517755102,3,"F,O,Si",Si16O32F,mp-1219433
0.19009999999999902,-2.532617416521739,3,"Mg,O,Si",Mg7(SiO7)2,mp-1196427
0.19079999999999903,-2.9227184341445622,4,"Be,Na,O,Si",NaBeSi3O8,mp-1202648
0.19160000000000002,-2.867034138028017,4,"Cs,Cu,O,Si",Cs2CuSi5O12,mp-1196579
0.19229999999999903,-1.020465363645323,4,"Cs,O,Si,Tl",Cs10Tl6SiO4,mp-1199833
0.19229999999999903,-1.797600917547169,5,"Cr,Cu,O,Pb,Si",Cr6CuSi2(Pb5O17)2,mp-1204438
0.19259999999999902,-3.071571588208334,4,"Ca,O,Si,Ti",CaTi(SiO3)2,mp-1041564
0.1937,-2.317627612535542,6,"Mg,Na,O,S,Si,Sn",Na4MgSi3Sn3(SO8)3,mp-2713670
0.19439999999999902,-1.9723838066275552,6,"Ge,Na,O,S,Si,Zn",Na2Zn2SiGe2S5O24,mp-2714557
0.19459999999999902,-3.020102749374999,4,"Ca,Ga,O,Si",Ca2GaSi2O7,mp-1214106
0.194799999999999,-2.766318731969697,4,"Cr,Li,O,Si",Li2Cr(SiO3)2,mp-1261497
0.1955,-2.6108392191091943,4,"Li,Mn,O,Si",LiMnSiO4,mp-758489
0.195999999999999,-2.862987054512195,5,"Al,Cu,F,O,Si",Al5Cu3Si6(O7F2)3,mp-1256333
0.19709999999999903,-2.640301966375,4,"Mg,O,Si,Sn",Mg3Si3(SnO6)2,mp-1328703
0.198799999999999,-3.032583879283122,3,"Na,O,Si",Na(SiO2)6,mp-1212197
0.200499999999999,-2.5994067793055553,3,"O,Sb,Si",Si2SbO6,mp-1041875
0.2019,-2.30934233393617,4,"Al,Ca,O,Si",Ca2Al4Si8O33,mp-1228280
0.20289999999999903,-1.9819749229166672,4,"H,O,Si,Zn",Zn2SiHO5,mp-1202472
0.20320000000000002,-3.606514152857142,5,"Ba,Ce,F,O,Si",Ba2Ce3Si3O12F,mp-42307
0.2033,-2.756575549687499,4,"Hf,Mg,O,Si",HfMg14SiO16,mp-1034694
0.204099999999999,-2.62349631021739,4,"Mg,Ni,O,Si",Mg3Si4(NiO7)2,mp-1267433
0.20419999999999902,1.111650356041667,4,"C,H,O,Si",SiHC3O,mp-698558
0.20499999999999902,-2.345288176999999,2,"O,Si",Si3O7,mp-1250755
0.20900000000000002,-3.145338203076923,4,"Al,Fe,O,Si",Al9Fe2(SiO6)4,mp-1229042
0.20929999999999901,-2.055028841479885,5,"C,Co,Na,O,Si",Na2CoSiCO7,mp-1577058
0.2096,-2.037539623731211,5,"As,Mn,O,Si,Zn",Mn7Zn4Si2(AsO12)2,mp-1196244
0.21020000000000003,-0.74037250095238,4,"C,N,O,Si",Si3C10NO7,mp-1199602
0.210399999999999,-2.566984129166666,2,"O,Si",SiO2,mp-638033
0.212599999999999,-2.394081836,4,"Co,Li,O,Si",Li3Co2(SiO4)2,mp-758567
0.21320000000000003,-2.46051122345,3,"K,O,Si",KSiO3,mp-1198795
0.21429999999999902,-2.253416475,4,"Bi,Mg,O,Si",Mg6SiBiO8,mp-1030926
0.21450000000000002,-2.054381745021551,5,"C,Co,Na,O,Si",Na2CoSiCO7,mp-1577488
0.2151,-2.488460390328947,4,"Cu,Mg,O,Si",Mg3Cu9(SiO3)16,mp-766403
0.21829999999999902,-2.740710475416666,4,"Li,O,Si,V",Li5V(SiO4)2,mp-752704
0.21900000000000003,-3.340461791382114,6,"Ba,Ce,Fe,O,Si,Ti",Ba2Ce2Ti2Fe(Si4O13)2,mp-1229035
0.21900000000000003,-2.519888704091954,4,"Cd,Na,O,Si",NaCd2(SiO3)3,mp-1193671
0.2194,-2.077509695808824,5,"Ca,O,S,Si,Sn",CaSiSn3S5O24,mp-2712876
0.21950000000000003,-2.7178594365,5,"Al,Ca,O,Si,Sr",Sr3CaAl8(SiO5)8,mp-1218616
0.21960000000000002,-2.498267425222222,4,"Fe,Li,O,Si",Li4Fe(SiO4)2,mp-752650
0.21960000000000002,-2.181127022523263,4,"Li,Mn,O,Si",Li15Mn15SiO32,mp-867892
0.22060000000000002,-3.094041160128205,3,"Mg,O,Si",Mg7(SiO3)8,mp-1210834
0.22189999999999901,-1.8823740909375002,4,"Cu,H,O,Si",CuSi(HO2)2,mp-23731
0.22390000000000002,-2.753286738543104,4,"Be,Mn,O,Si",Mn2Be3(SiO4)3,mp-1250945
0.22409999999999902,-3.726181933214287,5,"Al,La,O,Si,Sr",Sr2La18AlSi11O52,mp-677529
0.225,-2.5359420880261423,6,"In,Na,O,S,Si,Ta",Na14Ta2In6Si9(SO16)3,mp-2715203
0.2255,-2.578708895,4,"Hf,Mg,O,Si",HfMg6SiO8,mp-1030814
0.225999999999999,-2.789753270942029,4,"O,Si,Ti,Zn",Ti2Zn3(Si2O7)2,mp-1259911
0.227499999999999,-2.040909234604884,5,"C,Co,Na,O,Si",Na2CoSiCO7,mp-1666497
0.22910000000000003,-2.590577995641258,5,"Mg,Na,O,Si,Ti",Na4MgTi2(SiO5)2,mp-2230486
0.22940000000000002,-2.487365968846153,4,"Ca,O,Si,Zn",CaZn2(SiO4)2,mp-1193195
0.2308,-2.708269333333334,3,"Ca,O,Si",Ca6Si2O13,mp-1214120
0.23090000000000002,-2.228158118201629,6,"Al,In,Na,O,S,Si",Na2Al2In2SiS5O24,mp-2715540
0.23110000000000003,-3.284521129423077,5,"Ba,Co,O,Si,Ti",Ba8Ti3Co(SiO4)8,mp-1228423
0.23190000000000002,-2.515738767884616,3,"Al,O,Si",Al2Si2O9,mp-1201477
0.2338,-3.140570073205128,4,"Mg,O,Si,Ti",MgTi2(SiO4)2,mp-2219468
0.23390000000000002,-2.404422492666667,4,"Co,Li,O,Si",Li3Co2(SiO4)2,mp-764452
0.23489999999999903,-2.5167105697931023,4,"Li,Mn,O,Si",Li3MnSiO5,mp-778997
0.23600000000000002,-2.343036136715296,6,"Ca,Ge,Na,O,S,Si",Na10Ca3Si6Ge5(SO8)6,mp-2713125
0.2361,-2.057529156688218,5,"C,Co,Na,O,Si",Na2CoSiCO7,mp-1647864
0.23669999999999902,-2.060579416271552,5,"C,Co,Na,O,Si",Na2CoSiCO7,mp-771009
0.237599999999999,-2.79842002891425,9,"Ba,F,H,Mn,Na,O,Re,Si,Ti",Ba2NaTi2MnRe2Si8HO26F,mp-1215061
0.239299999999999,-2.241843343245614,4,"Co,Li,O,Si",Li5Co2(SiO5)2,mp-849671
0.24019999999999903,-2.596846454662699,5,"Cu,Li,Mg,O,Si",Li8Mg3Cu9(SiO3)16,mp-774516
0.24099999999999902,-2.5148335423076933,3,"Al,O,Si",Al2Si2O9,mp-1192629
0.24300000000000002,-2.4251888615,4,"Cu,O,Si,Zn",ZnCu(SiO3)2,mp-1255465
0.24330000000000002,-2.274659114347825,4,"Cu,O,Si,Zn",Zn3Cu2(Si2O7)2,mp-1250217
0.25070000000000003,-2.566986505546874,4,"C,Mg,O,Si",Mg14SiCO16,mp-1034591
0.25170000000000003,-1.581839223541667,3,"Ba,O,Si",BaSi2O9,mp-1205232
0.252799999999999,-2.3327292755,3,"Fe,O,Si",FeSiO3,mp-2767577
0.25420000000000004,-2.53837112587963,4,"Cr,Li,O,Si",Li2CrSiO5,mp-757461
0.25520000000000004,-2.292571766914893,4,"Al,Ca,O,Si",Ca2Al4Si8O33,mp-1198125
0.25570000000000004,-1.7785416537499992,4,"Ni,O,Si,Zn",ZnSiNiO5,mp-1046661
0.2561,-2.297277186018518,4,"Fe,Li,O,Si",Li2FeSiO5,mp-759321
0.2571,-2.720861810192307,4,"Al,O,Si,Sr",SrAl2(SiO4)2,mp-645842
0.257899999999999,-2.705575085890803,6,"Ca,Fe,Mg,Na,O,Si",NaCa3MgFe(Si2O7)2,mp-695670
0.2584,-2.409176816,4,"Al,O,Si,Sr",SrAl2(Si2O7)3,mp-1218866
0.26,-2.545252559316541,5,"K,Na,O,Si,Sn",K3NaSi6(SnO10)2,mp-1224587
0.2611,-2.027057960454544,4,"Ca,O,Si,U",CaU2Si2O17,mp-1198547
0.2619,-2.913728046823754,5,"Ca,Na,O,Si,Ti",NaCa6Ti(Si2O9)2,mp-1210346
0.26230000000000003,-2.499602875972223,3,"Bi,O,Si",Si2BiO6,mp-1041841
0.262599999999999,-2.236048824596946,6,"Na,O,S,Si,Sn,Zn",Na4ZnSi3Sn3(SO8)3,mp-2713604
0.26370000000000005,-2.791311642311828,4,"Cu,Li,O,Si",Li2Cu2Si8O19,mp-1178014
0.2646,-2.238961782140804,5,"Al,Mg,Na,O,Si",NaMgAl3Si3O16,mp-1221208
0.2652,-2.355660196041666,4,"Al,O,Pb,Si",Al3Si3(PbO8)2,mp-1229197
0.268,-2.59244462,4,"Mg,O,Si,Y",YMg6SiO8,mp-1032858
0.269,-2.834135363000001,3,"Be,O,Si",Be4Si2O9,mp-1192679
0.269099999999999,-1.9597881819999992,3,"Be,O,Si",BeSiO3,mp-1183445
0.27079999999999904,-3.220900585804598,4,"Cs,O,Si,U",Cs2U(Si2O5)3,mp-1197866
0.2716,-3.03065506057971,5,"Ba,Li,O,Si,V",Ba2LiV2(Si2O7)2,mp-1235709
0.273099999999999,-2.235122678333333,4,"Li,Ni,O,Si",LiSiNiO4,mp-761324
0.273099999999999,-1.5733835333950612,3,"Ag,O,Si",Si4Ag10O13,mp-651688
0.273199999999999,-2.9176246615625,4,"Al,Mg,O,Si",Mg30AlSiO32,mp-1038212
0.2732,-3.297947133333334,4,"Al,Ca,O,Si",Ca2Al3Si3O13,mp-732195
0.2732,-2.384455678982143,5,"Ca,F,K,O,Si",KCa4Si8O28F,mp-1181193
0.27440000000000003,-0.255278607590784,7,"C,Co,H,N,Na,O,Si",Na2Co2Si8H72C24N4O,mp-1194231
0.2745,-3.095282077692307,3,"Mg,O,Si",Mg7(SiO3)8,mp-729062
0.274999999999999,-2.374325061515152,3,"Ca,O,Si",Ca5(Si3O11)2,mp-1199479
0.2757,-3.122645448425288,4,"Ca,Na,O,Si",NaCa2(SiO3)3,mp-1193367
0.277599999999999,-2.809432354333334,3,"O,Sb,Si",Si4SbO10,mp-1043416
0.279199999999999,-2.8002970768103452,4,"Mg,Mn,O,Si",Mg14MnSiO16,mp-1036102
0.27980000000000005,-2.32833659526683,7,"F,Na,Nb,O,P,Si,Ti",Na7TiNb2Si4P2O29F,mp-1200090
0.280699999999999,-2.812880836041666,4,"Mg,O,Si,Ti",Mg14TiSiO16,mp-1034210
0.2818,-2.629049142608695,4,"Cu,Mg,O,Si",Mg3Cu2(Si2O7)2,mp-1254120
0.28200000000000003,-2.4128054286227423,6,"Ca,Na,Nb,O,S,Si",Na6Ca16Nb8Si3(S11O48)3,mp-2714081
0.2843,-2.753792037777777,3,"Mo,O,Si",Si2MoO6,mp-1143048
0.28450000000000003,-2.846801497361111,4,"Fe,Li,O,Si",Li2Fe(Si2O5)3,mp-757348
0.284699999999999,-1.731561186428571,4,"F,Mg,O,Si",MgSi(OF)6,mp-1180350
0.28550000000000003,-2.425796171438835,4,"Li,Mn,O,Si",Li7Mn11(Si3O16)2,mp-757389
0.28889999999999905,-3.350554000714289,3,"Eu,O,Si",Eu2SiO4,mp-554546
0.2893,-1.496061056296297,4,"Fe,H,O,Si",Fe11Si4(H4O9)3,mp-1225211
0.28989999999999905,-2.45860378247773,6,"Na,O,S,Si,Ti,Zn",Na6Ti2Zn2Si3(SO8)3,mp-2716250
0.290799999999999,-2.527747695625,4,"Hf,Mg,O,Si",HfMg6SiO8,mp-1030870
0.29139999999999905,-2.967102360436509,5,"Cl,Eu,Li,O,Si",Li7Eu8Si4Cl7O16,mp-1223068
0.29250000000000004,-2.081567289405294,5,"K,Na,O,Si,Zn",K2Na6Zn4Si14O45,mp-1196368
0.29410000000000003,-2.7555376403819443,5,"Al,H,Li,O,Si",LiAlSi2HO7,mp-1191292
0.29699999999999904,-2.30245085867647,4,"Al,Ca,O,Si",CaAl2(SiO6)2,mp-1228769
0.30009999999999903,-2.496044163061225,5,"O,Sb,Si,V,Y",Y4V13Si2(SbO14)2,mp-1044661
0.30160000000000003,-2.9542591105555562,4,"Al,Li,O,Si",Li2Al2Si4O13,mp-1222886
0.30200000000000005,-2.85457408125,5,"Al,Cu,F,O,Si",Al2CuSi2O8F,mp-1229226
0.30200000000000005,-2.1828311075,2,"O,Si",SiO2,mp-556564
0.30400000000000005,-2.400503818880131,5,"Ce,Na,O,Si,Ti",Na3Ce4Ti2(SiO12)2,mp-1211173
0.30509999999999904,-1.9918556795918372,5,"Al,Fe,O,Sb,Si",Al4Fe13Si2(SbO14)2,mp-1133344
0.30510000000000004,-2.30737669712766,4,"Al,Ca,O,Si",Ca2Al4Si8O33,mp-1203564
0.3054,-2.529173147311064,6,"Mg,Na,Nb,O,S,Si",Na18Mg8Nb4Si9(SO8)9,mp-2716184
0.3063,-2.611670237056193,5,"Al,Cl,Na,O,Si",Na4Al3Si3ClO16,mp-720111
0.30669999999999903,-2.8739783287635463,4,"Mg,Mn,O,Si",MgMn4(Si4O11)2,mp-1234803
0.30800000000000005,-3.125835719782608,3,"Ba,O,Si",Ba5(Si2O7)2,mp-1199927
0.30820000000000003,-3.032245942619048,6,"Al,Ca,Ce,Fe,O,Si",CaCeAlFe2Si3O13,mp-1214122
0.30909999999999904,-2.7905620149722212,4,"K,O,Sb,Si",K2Si4SbO11,mp-1196593
0.3115,-1.445429861999999,3,"Ag,O,Si",Si2Ag6O7,mp-561313
0.315299999999999,-3.174699068030303,4,"Al,Ca,O,Si",Ca2Al4(Si2O7)3,mp-1194616
0.316,-2.615109546864223,4,"Cs,Mg,O,Si",CsMg14SiO16,mp-1034837
0.31709999999999905,-3.115859003765433,3,"Mg,O,Si",Mg17(SiO3)16,mp-757674
0.3175,-2.516405954615386,3,"Al,O,Si",Al2Si2O9,mp-1192646
0.31760000000000005,-2.269421870477687,5,"Cs,Cu,K,O,Si",Cs4K2Cu(SiO4)2,mp-628617
0.31820000000000004,-3.06669114375,4,"O,Si,Ti,Y",Y2Ti3(SiO4)3,mp-1163922
0.31980000000000003,-2.8749007728208342,4,"B,K,O,Si",KSi5BO13,mp-1223419
0.32,-3.168835553125,4,"Al,Ca,O,Si",CaAlSiO5,mp-1213985
0.32030000000000003,-2.64024640368066,3,"Mn,O,Si",Mn5(Si2O7)2,mp-1643677
0.32230000000000003,-3.158445702962963,4,"Al,Ca,O,Si",Ca2Al4Si4O17,mp-1203830
0.323099999999999,-3.083487563033334,4,"Li,O,Si,Ti",Li3Ti(Si2O5)3,mp-772545
0.32580000000000003,-2.92123962933687,4,"Be,Na,O,Si",NaBeSi3O8,mp-728328
0.328,-3.144404161794323,6,"Ca,K,Na,O,Si,Ti",K2NaCa2TiSi7O20,mp-1202945
0.3294,-2.625926497439917,5,"Be,Na,O,Si,Sn",Na4Be2Si6SnO20,mp-1196126
0.33,-1.449326668166665,3,"Ag,O,Si",Si2Ag6O7,mp-541728
0.33240000000000003,-2.854503483194444,4,"Fe,Li,O,Si",Li2Fe(Si2O5)3,mp-766984
0.33290000000000003,-2.426283551986207,3,"Mn,O,Si",MnSiO3,mp-1180212
0.33370000000000005,-2.583442684903963,6,"Ca,Na,Nb,O,S,Si",Na4Ca2Nb2Si3(SO8)3,mp-2713583
0.33380000000000004,-2.928456867343749,4,"Al,Mg,O,Si",Mg30AlSiO32,mp-1038247
